ano;cd_ops;trimestre;receita;despesa;benef;modalidade;contratacao
2018;363189;2018Q4;1401561,21;603166,61;1291,0;Medicina de Grupo;Individual
2018;363391;2018Q1;2183319,33;561302,4;3411,0;Medicina de Grupo;Individual
2018;363391;2018Q2;2123702,34;565595,02;3466,0;Medicina de Grupo;Individual
2018;363391;2018Q3;2935599,15;626470,81;3461,0;Medicina de Grupo;Individual
2018;363391;2018Q4;2505463,85;938436,92;3382,0;Medicina de Grupo;Individual
2018;363766;2018Q1;12186708,99;9550056,8;11436,0;Medicina de Grupo;Individual
2018;363766;2018Q2;11995620,96;8697461,01;11097,0;Medicina de Grupo;Individual
2018;363766;2018Q3;12137721,01;10057116,88;10685,0;Medicina de Grupo;Individual
2018;363766;2018Q4;12008228,63;9560056,01;10349,0;Medicina de Grupo;Individual
2018;365645;2018Q1;52913,23;20895,2;330,0;Medicina de Grupo;Individual
2018;365645;2018Q2;54991,01;17958,43;321,0;Medicina de Grupo;Individual
2018;365645;2018Q3;50200,87;19022,01;300,0;Medicina de Grupo;Individual
2018;365645;2018Q4;38033,81;12542,49;288,0;Medicina de Grupo;Individual
2018;366561;2018Q1;40952572,72;34130515,99;41329,0;Medicina de Grupo;Individual
2018;366561;2018Q2;41670661,6;34970683,69;41000,0;Medicina de Grupo;Individual
2018;366561;2018Q3;42928530,14;36972317,58;40606,0;Medicina de Grupo;Individual
2018;366561;2018Q4;43676040,66;35652127,42;40296,0;Medicina de Grupo;Individual
2018;367095;2018Q1;621585,65;110863,56;645,0;Medicina de Grupo;Individual
2018;367095;2018Q2;621914,5;134748,28;598,0;Medicina de Grupo;Individual
2018;367095;2018Q3;672423,73;156202,37;682,0;Medicina de Grupo;Individual
2018;367095;2018Q4;795759,21;202925,7;726,0;Medicina de Grupo;Individual
2018;368253;2018Q1;472952104,5;175478085,8;595663,0;Medicina de Grupo;Individual
2018;368253;2018Q2;485445874,1;202217152,2;606277,0;Medicina de Grupo;Individual
2018;368253;2018Q3;501634928,9;211810012,9;600116,0;Medicina de Grupo;Individual
2018;368253;2018Q4;527861717,9;227811138,3;653470,0;Medicina de Grupo;Individual
2018;369373;2018Q1;6237775,42;5898484,88;6944,0;Medicina de Grupo;Individual
2018;369373;2018Q2;7508082,37;5227972,45;6748,0;Medicina de Grupo;Individual
2018;369373;2018Q3;7581280,04;6193681,94;6508,0;Medicina de Grupo;Individual
2018;369373;2018Q4;7617514,16;6598341,01;6419,0;Medicina de Grupo;Individual
2018;372609;2018Q1;11281297,23;6895874,96;13966,0;Medicina de Grupo;Individual
2018;372609;2018Q2;11313828,58;7065711,4;14044,0;Medicina de Grupo;Individual
2018;372609;2018Q3;11754035,05;7970763,88;14045,0;Medicina de Grupo;Individual
2018;372609;2018Q4;12175979,37;7979576,91;14333,0;Medicina de Grupo;Individual
2018;373010;2018Q1;45816566,95;30574134,82;88004,0;Medicina de Grupo;Individual
2018;373010;2018Q2;47045202,18;35354807,89;92808,0;Medicina de Grupo;Individual
2018;373010;2018Q3;49581059,61;36848349,7;93832,0;Medicina de Grupo;Individual
2018;373010;2018Q4;51651792,22;36357240,71;97246,0;Medicina de Grupo;Individual
2018;382281;2018Q1;280414,78;188964,14;883,0;Medicina de Grupo;Individual
2018;382281;2018Q2;281755,39;188562,73;876,0;Medicina de Grupo;Individual
2018;382281;2018Q3;274323,36;167818,13;892,0;Medicina de Grupo;Individual
2018;382281;2018Q4;277606,43;6750,72;890,0;Medicina de Grupo;Individual
2018;385255;2018Q1;9199045,75;7069012,76;10998,0;Medicina de Grupo;Individual
2018;385255;2018Q2;9637317,01;7204994,11;11706,0;Medicina de Grupo;Individual
2018;385255;2018Q3;10229790,8;7375144,57;12651,0;Medicina de Grupo;Individual
2018;385255;2018Q4;11689218,15;7592564,38;13800,0;Medicina de Grupo;Individual
2018;392391;2018Q1;448894,59;369515,26;674,0;Medicina de Grupo;Individual
2018;392391;2018Q2;441711,92;399126,31;657,0;Medicina de Grupo;Individual
2018;392391;2018Q3;477841,99;335563,56;753,0;Medicina de Grupo;Individual
2018;392391;2018Q4;537968,53;361983,14;848,0;Medicina de Grupo;Individual
2018;394734;2018Q1;16186651,51;11841189,83;26762,0;Medicina de Grupo;Individual
2018;394734;2018Q2;15966821,03;11876938,15;26187,0;Medicina de Grupo;Individual
2018;394734;2018Q3;16214223,92;12869652,68;25394,0;Medicina de Grupo;Individual
2018;394734;2018Q4;21869783,41;13488126,06;24331,0;Medicina de Grupo;Individual
2018;395480;2018Q1;13977466,25;10862060,17;29312,0;Medicina de Grupo;Individual
2018;395480;2018Q2;13809439,64;10492940,81;28550,0;Medicina de Grupo;Individual
2018;395480;2018Q3;12540938,14;13989545,02;29248,0;Medicina de Grupo;Individual
2018;395480;2018Q4;14055741,82;12851312,18;29954,0;Medicina de Grupo;Individual
2018;400190;2018Q1;9326593,56;4375436,76;10207,0;Medicina de Grupo;Individual
2018;400190;2018Q2;9313970,27;5140335,83;9793,0;Medicina de Grupo;Individual
2018;400190;2018Q3;9390640,37;4936158,12;9500,0;Medicina de Grupo;Individual
2018;400190;2018Q4;9423848,24;5134696,31;9186,0;Medicina de Grupo;Individual
2018;401081;2018Q1;7029608,53;2858849,84;11715,0;Medicina de Grupo;Individual
2018;401081;2018Q2;7371997,35;3333818,28;11808,0;Medicina de Grupo;Individual
2018;401081;2018Q3;7683647,69;3113063,43;12031,0;Medicina de Grupo;Individual
2018;401081;2018Q4;8089376,79;3643105,59;12436,0;Medicina de Grupo;Individual
2018;401480;2018Q1;3043449,63;1969466,95;2808,0;Medicina de Grupo;Individual
2018;401480;2018Q2;3032679,01;2574049,78;2706,0;Medicina de Grupo;Individual
2018;401480;2018Q3;3060989,41;2565390,67;2607,0;Medicina de Grupo;Individual
2018;401480;2018Q4;3073062,11;2692439,87;2551,0;Medicina de Grupo;Individual
2018;402851;2018Q1;614513,7;334004,79;240,0;Medicina de Grupo;Individual
2018;402851;2018Q2;587115,41;473313,04;233,0;Medicina de Grupo;Individual
2018;402851;2018Q3;594516,89;726472,65;227,0;Medicina de Grupo;Individual
2018;402851;2018Q4;612583,59;1175716,64;224,0;Medicina de Grupo;Individual
2018;406708;2018Q1;2501408,36;1407425,08;3274,0;Medicina de Grupo;Individual
2018;406708;2018Q2;2537311,93;1403469,13;3259,0;Medicina de Grupo;Individual
2018;406708;2018Q3;2588556,36;1475244,0;3198,0;Medicina de Grupo;Individual
2018;406708;2018Q4;2649049,5;1516106,66;3147,0;Medicina de Grupo;Individual
2018;406805;2018Q1;282844,69;205329,06;522,0;Medicina de Grupo;Individual
2018;406805;2018Q2;311605,97;208413,57;558,0;Medicina de Grupo;Individual
2018;406805;2018Q3;333031,86;242509,9;595,0;Medicina de Grupo;Individual
2018;406805;2018Q4;355257,3;330494,33;620,0;Medicina de Grupo;Individual
2018;407224;2018Q1;986461,67;957446,56;713,0;Medicina de Grupo;Individual
2018;407224;2018Q2;984454,46;1074866,23;705,0;Medicina de Grupo;Individual
2018;407224;2018Q3;1027589,26;810740,7;702,0;Medicina de Grupo;Individual
2018;407224;2018Q4;1037591,6;806936,21;699,0;Medicina de Grupo;Individual
2018;407534;2018Q1;261458,78;84645,87;1526,0;Medicina de Grupo;Individual
2018;407534;2018Q2;11231,31;5668,84;807,0;Medicina de Grupo;Individual
2018;407534;2018Q3;17707,42;7126,63;775,0;Medicina de Grupo;Individual
2018;407534;2018Q4;8834,62;12488,24;731,0;Medicina de Grupo;Individual
2018;408883;2018Q1;2625525,63;1741008,15;4294,0;Medicina de Grupo;Individual
2018;408883;2018Q2;2497126,76;1471057,52;4294,0;Medicina de Grupo;Individual
2018;408883;2018Q3;2609465,84;2127879,37;4321,0;Medicina de Grupo;Individual
2018;408883;2018Q4;2706300,5;1903598,97;4284,0;Medicina de Grupo;Individual
2018;409286;2018Q1;64880,21;181864,92;94,0;Medicina de Grupo;Individual
2018;409286;2018Q2;54205,35;201558,2;82,0;Medicina de Grupo;Individual
2018;409286;2018Q3;49207,95;190818,78;75,0;Medicina de Grupo;Individual
2018;409286;2018Q4;48923,88;173719,36;69,0;Medicina de Grupo;Individual
2018;409634;2018Q1;1895976,67;975183,57;944,0;Medicina de Grupo;Individual
2018;409634;2018Q2;1877281,27;1630299,81;946,0;Medicina de Grupo;Individual
