CD_OPERADO;CNPJ;RAZAO_SOCIAL;Nome_Fantasia;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
417459;1,12E+13;ALLCARE ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA.;ALLCARE ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE;Administradora de Benefícios;16/07/2010;;
422177;3,59E+13;ALLDEN ASSISTÊNCIA ODONTOLÓGICA LTDA;ALLDEN SAÚDE;Odontologia de Grupo;12/03/2020;;
515;4,44E+12;ALLIANZ SAÚDE S/A;;Seguradora Especializada em Saúde;06/08/2001;;
423262;4,56E+13;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;ALMA ODONTO;Odontologia de Grupo;30/05/2022;;
417807;1,26E+13;ALPER ADMINISTRADORA DE BENEFICIOS LTDA;ALPER ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;24/01/2011;;
419982;2,05E+13;ALPHA DENTAL PLANO DE SAUDE LTDA ME;DENTALMED;Odontologia de Grupo;09/12/2015;;
422754;4,02E+13;ALPHA SERVIÇOS DE SAÚDE LTDA;ALPHA SAÚDE;Medicina de Grupo;19/05/2021;;
420255;2,21E+13;ALTER ADMINISTRADORA DE BENEFICIOS LTDA - EPP;;Administradora de Benefícios;25/10/2016;;
344800;6,25E+13;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;ALVORECER;Medicina de Grupo;15/01/1999;;
421871;3,01E+12;AMA - ASSOCIAÇÃO METROPOLITANA ASSISTENCIAL;AMA - ASSOCIAÇÃO METROPOLITANA ASSISTENCIAL;Medicina de Grupo;29/07/2021;;
419052;1,69E+13;AMAZÔNIA PLANOS DE SAÚDE LTDA;PLANO AMAZÔNIA SAÚDE;Medicina de Grupo;03/10/2013;;
304531;1,71E+13;AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA;AME-SISTEMA DE SAÚDE 24 HORAS;Medicina de Grupo;22/12/1998;;
413330;4,26E+12;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;AMEP FREGUESIA OPERADORA DE PLANOS DE SAUDE LTDA;Medicina de Grupo;16/03/2001;;
394734;6,78E+13;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;AMEPLAN ASSITENCIA MÉDICA PLANEJADA  LTDA.;Medicina de Grupo;24/12/1998;;
321338;8,46E+13;AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A.;AMERON;Medicina de Grupo;22/12/1998;;
401081;6,87E+13;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;GRUPO CEMERU SAÚDE;Medicina de Grupo;24/02/1999;;
418587;1,51E+13;AMHA SAUDE S/A;AMHA SAUDE S/A;Medicina de Grupo;08/10/2012;;
421731;2,92E+13;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;AMHE MED;Medicina de Grupo;13/06/2019;;
326305;2,93E+13;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;AMIL;Medicina de Grupo;17/12/1998;;
420662;2,61E+13;AMORIM ADMINISTRADORA DE BENEFÍCIOS;A4 ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;13/12/2016;;
413755;4,39E+12;AMP SAUDE LTDA;;Medicina de Grupo;28/05/2001;;
325465;2,09E+13;AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;AMPARA ;Medicina de Grupo;21/12/1998;;
422720;4,11E+13;AMPLA PLANOS DE SAUDE  LTDA;AMPLA  ;Medicina de Grupo;06/04/2021;;
422932;3,58E+13;APLUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;29/07/2021;;
421693;3,09E+13;AQQUER - ADMINISTRADORA DE BENEFÍCIOS LTDA;AQQUER ADMINISTRADORA;Administradora de Benefícios;24/05/2019;;
416070;1,75E+13;ARCELORMITTAL BRASIL S/A;ARCELORMITTAL BRASIL S/A;Autogestão;21/05/2007;;
422941;4,17E+13;ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.;ARL ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;11/08/2021;;
352152;7,44E+11;ARM ODONTOLOGIA LTDA.;ARM ODONTOLOGIA;Odontologia de Grupo;21/12/1998;;
417769;1,21E+13;ASSISTE ADMINISTRADORA DE BENEFÍCIOS LTDA;ASSISTE ;Administradora de Benefícios;20/12/2010;;
325236;6,69E+13;ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;SÃO MIGUEL SAÚDE;Medicina de Grupo;21/12/1998;;
365297;1,87E+12;ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA;RISO PLANO ODONTOLOGICO;Odontologia de Grupo;22/12/1998;;
409634;7,36E+13;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;PRO-SAUDE;Medicina de Grupo;05/11/1999;;
360783;5,90E+13;ASSOCIACAO DE SAUDE HOLAMBRA;ASSOCIAÇÃO DE SAÚDE HOLAMBRA;Medicina de Grupo;03/02/1999;;
343129;1,31E+13;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;APUB SAÚDE;Autogestão;28/12/1998;;
420093;1,31E+13;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;ASSEM;Autogestão;14/04/2016;;
406635;7,16E+13;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;APAS/ITAPETININGA;Autogestão;21/07/1999;;
410608;2,01E+11;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);APAS - PRESIDENTE PRUDENTE;Autogestão;27/01/2000;;
417599;9,27E+13;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;AFPERGS;Medicina de Grupo;28/09/2010;;
333867;8,98E+13;ASSOCIAÇAO UNISAUDE MARAU;UNISAÚDE;Medicina de Grupo;31/12/1998;;
406554;8,34E+13;ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE;GARANTIA DE SAÚDE - HOSPITAIS ADVENTISTA DE BELÉM E MANAUS;Filantropia;21/07/1999;;
411752;3,85E+12;ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE;CRUZ AZUL SAÚDE;Medicina de Grupo;21/07/2000;;
340146;6,17E+13;ASSOCIAÇÃO AUXILIADORA DAS CLASSES LABORIOSAS;CLASSES LABORIOSAS;Medicina de Grupo;18/12/1998;;
322326;2,53E+13;ASSOCIAÇÃO BENEFICENTE CATÓLICA;HOSPITAL SANTA ISABEL;Filantropia;29/12/1998;;
304131;2,03E+12;ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15);SAÚDE ABAS;Autogestão;22/12/1998;;
382540;3,12E+13;ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;APPAI;Medicina de Grupo;19/01/1999;;
415049;6,09E+13;ASSOCIAÇÃO BENEFICENTE FNV;ASSOCIAÇÃO BENEFICENTE FNV;Autogestão;30/11/2004;;
413941;4,07E+12;ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO - DENTAL MED CENTER;DENTAL MED CENTER;Odontologia de Grupo;19/06/2001;;
417947;1,09E+13;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;SANTA CASA SAÚDE DE RIBEIRÃO PRETO;Medicina de Grupo;31/03/2011;;
417955;7,95E+12;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;JUDICEMED;Autogestão;31/03/2011;;
416690;7,78E+12;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;AMAGIS SAÚDE;Autogestão;30/06/2008;;
416568;8,20E+12;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;COPASS SAÚDE;Autogestão;18/02/2008;;
314218;6,10E+13;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;;Filantropia;21/12/1998;;
357910;1,71E+12;ASSOCIAÇÃO DE SAUDE DOS POLICIAIS E BOMBEIROS MILITARES DO ESPIRITO SANTO;ASPBMES;Autogestão;29/12/1998;;
422321;3,57E+13;ASSOCIAÇÃO DE SAÚDE DO VALE;LEVMED SAÚDE;Medicina de Grupo;14/07/2020;;
418731;1,50E+13;ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO;HFC SAÚDE;Medicina de Grupo;11/01/2013;;
417530;1,19E+13;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;SAÚDE BENEFICÊNCIA;Medicina de Grupo;02/09/2010;;
393533;1,23E+13;ASSOCIAÇÃO DO FISCO DE ALAGOAS;;Autogestão;28/12/1998;;
420000;1,57E+13;ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL;PLANSUL;Medicina de Grupo;15/12/2015;;
418021;1,30E+13;ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE SANTOS;PLANO SANTA CASA SAÚDE;Medicina de Grupo;20/04/2011;;
317632;6,26E+13;ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO- AFRESP;ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP;Autogestão;16/12/1998;;
387185;3,40E+13;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;AFRERJ;Autogestão;16/12/1998;;
330281;9,31E+12;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;AFRAFEP - SAUDE;Autogestão;22/12/1998;;
384704;1,32E+13;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;ASSEC;Autogestão;30/12/1998;;
382639;9,29E+13;ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;AFISVEC - SAÚDE;Autogestão;28/12/1998;;
306754;2,99E+11;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;AFFEGO-SAÚDE;Autogestão;23/12/1998;;
388092;4,50E+12;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AFFEAM SAÚDE;Autogestão;31/12/1998;;
335754;1,48E+13;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;ASFEB;Autogestão;23/12/1998;;
309028;2,92E+13;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;ASSIST;Medicina de Grupo;19/01/1999;;
419591;2,02E+13;ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ;ASPARÁ;Autogestão;21/10/2014;;
342556;8,75E+13;ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI;PLANO DE SAÚDE TACCHIMED;Filantropia;22/12/1998;;
326755;7,86E+13;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;Filantropia;22/12/1998;;
422053;3,39E+13;ASSOCIAÇÃO FCA SAÚDE;STELLANTIS SAUDE PE/PB;Autogestão;03/12/2019;;
416584;8,88E+12;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;FUPS;Autogestão;07/03/2008;;
402206;2,22E+12;ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO;AGMP;Autogestão;17/03/1999;;
421618;3,07E+13;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;HOSPITAL SAÚDE;Medicina de Grupo;08/04/2019;;
419150;1,53E+13;ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;MAIS SAÚDE SANTA CASA;Medicina de Grupo;22/10/2013;;
418854;1,58E+13;ASSOCIAÇÃO METROPOLITANA DE ASSISTÊNCIA À SAÚDE;;Medicina de Grupo;02/05/2013;;
417211;1,12E+13;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;AMMP SAÚDE;Autogestão;09/04/2010;;
420158;2,39E+13;ASSOCIAÇÃO PADRE ALBINO SAÚDE;PADRE ALBINO SAUDE;Medicina de Grupo;06/07/2016;;
420816;2,51E+13;ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;PADRE PIO PLANOS DE SAÚDE;Medicina de Grupo;09/06/2017;;
418617;1,20E+13;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;PROMED;Autogestão;08/10/2012;;
422631;3,94E+13;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;;Autogestão;28/01/2021;;
419974;1,95E+13;ASSOCIAÇÃO PLAME DE SAÚDE;PLAMESC- PLANO MÉDICO SANTA CASA;Medicina de Grupo;18/11/2015;;
419958;2,10E+13;ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;PSC SAÚDE - ASSISTÊNCIA MEDICA  ;Medicina de Grupo;09/11/2015;;
407097;4,91E+11;ASSOCIAÇÃO POLICIAL ASSISTENCIAL;APAS;Autogestão;11/08/1999;;
408093;6,65E+13;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;APAS-BOTUCATU;Autogestão;14/09/1999;;
408263;7,18E+13;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA;Autogestão;15/09/1999;;
409413;4,45E+11;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE;APAS FERNANDOPOLIS;Autogestão;27/10/1999;;
410110;34259000153;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;APAS BAIXADA SANTISTA;Autogestão;03/11/1999;;
406813;5,98E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS ANDRADINA;Autogestão;06/08/1999;;
406937;5,73E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS/MARILIA;Autogestão;04/08/1999;;
410128;7,16E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS SAÚDE SOROCABA;Autogestão;30/11/1999;;
409405;6,43E+11;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;APAS VALE  DO RIBEIRA;Autogestão;26/10/1999;;
414212;5,98E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA;Autogestão;28/08/2001;;
407569;7,29E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;APAS- BARRETOS;Autogestão;20/08/1999;;
406945;1,48E+11;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU;APAS BAURU;Autogestão;04/08/1999;;
408026;6,66E+11;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;APAS DE DRACENA;Autogestão;06/09/1999;;
408034;6,65E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;APAS-JAU;Autogestão;08/09/1999;;
411248;6,49E+11;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;APAS/PV;Autogestão;08/05/2000;;
408794;7,29E+13;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO;Autogestão;07/10/1999;;
420786;2,48E+13;ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;SANTA CASA CLÍNICAS;Medicina de Grupo;27/03/2017;;
418803;1,67E+13;ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;SANTA CASA SAÚDE DE ARAÇATUBA;Medicina de Grupo;25/03/2013;;
419249;1,83E+13;ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS;SANTA CASA SAÚDE;Medicina de Grupo;08/01/2014;;
330892;2,90E+12;ASSOCIAÇÃO SAÚDE CONCEIÇÃO;SAÚDE CONCEIÇÃO;Medicina de Grupo;24/12/1998;;
418218;1,13E+13;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;SAÚDE RURAL;Medicina de Grupo;13/09/2011;;
418919;1,19E+13;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;SAÚDE SÃO JOSÉ;Medicina de Grupo;13/06/2013;;
417220;1,08E+13;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;ODONTOINDUSTRIA;Odontologia de Grupo;09/04/2010;;
419141;1,49E+13;ASSOCIAÇÃO SÃO FRANCISCO VIDA;SÃO FRANCISCO VIDA;Medicina de Grupo;15/10/2013;;
421006;2,71E+13;ASSOCIAÇÃO SÃO LUIZ SAÚDE;SÃO LUIZ SAÚDE;Medicina de Grupo;29/09/2017;;
420123;2,36E+13;ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;ASSOCIAÇÃO UNIVIDA;Medicina de Grupo;16/05/2016;;
412635;3,08E+11;ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL;AVAMP;Autogestão;16/11/2000;;
420794;2,38E+13;ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP;ASSOREL BRASIL;Administradora de Benefícios;26/01/2017;;
358410;5,09E+13;ASTRA S/A INDUSTRIA E COMERCIO;ASTRA S/A INDUSTRIA E COMERCIO;Autogestão;21/12/1998;;
336874;1,52E+13;ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS;ATEMDE ODONTO;Odontologia de Grupo;17/12/1998;;
422151;3,47E+13;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;ATITUDE SAÚDE;Medicina de Grupo;27/02/2020;;
320510;6,93E+13;ATÍVIA SERVIÇOS DE SAÚDE S/A;;Medicina de Grupo;28/12/1998;;
327417;5,98E+13;AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;AUSTACLINICAS;Medicina de Grupo;21/12/1998;;
423149;6,06E+13;B.GROB DO BRASIL S/A INDUSTRIA E COMERCIO DE MAQUINAS OPERATRIZES E FERRAMENTAIS;B.GROB DO BRASIL ;Autogestão;27/01/2022;;
418013;1,29E+13;BACCS ADMINISTRADORA DE BENEFÍCIOS LTDA;BACCS;Administradora de Benefícios;20/04/2011;;
346403;6,09E+13;BARDELLA S/A INDÚSTRIAS MECÂNICAS;BARDELLA S/A INDUSTRIAS MECANICAS;Autogestão;27/01/1999;;
421251;2,87E+13;BARUK ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;29/03/2018;;
422991;4,12E+13;BAUEN LIFE LTDA.;BAUEN LIFE;Administradora de Benefícios;26/08/2021;;
419257;1,92E+13;BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.;BCI ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;22/01/2014;;
419125;7,61E+12;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;Administradora de Benefícios;03/10/2013;;
421332;2,91E+13;BEM BENEFÍCIOS ADMINISTRADORA LTDA;;Administradora de Benefícios;19/07/2018;;
420697;2,53E+13;BEM ESTAR ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;13/01/2017;;
417874;8,19E+12;BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA.;BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA.;Odontologia de Grupo;03/02/2011;;
423181;4,51E+13;BEMSTAR ASSISTENCIA MEDICA LTDA;BEMSTAR;Medicina de Grupo;22/03/2022;;
318299;8,35E+13;BENEFICENCIA CAMILIANA DO SUL;PLANO DE SAÚDE SÃO CAMILO;Filantropia;22/12/1998;;
421189;2,27E+13;BENEFICÊNCIA SOCIAL BOM SAMARITANO;HOSPITAL BOM SAMARITANO;Filantropia;28/06/2018;;
419869;1,24E+13;BENEFIT ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;05/08/2015;;
421324;2,92E+13;BENEVITAE ADMINISTRADORA DE BENEFÍCIOS LTDA;BENEVITAE;Administradora de Benefícios;19/07/2018;;
417718;1,11E+13;BENEVIX ADMINISTRADORA DE BENEFÍCIOS LTDA;BENEVIX ADMINISTRADORA;Administradora de Benefícios;03/12/2010;;
366561;2,85E+12;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR  LTDA;Medicina de Grupo;18/12/1998;;
420042;1,39E+13;BEST LIFE ASSESSORIA NA GESTÃO E ADMINISTRADORA DE BENEFÍCIOS LTDA;BEST LIFE BENEFÍCIOS;Administradora de Benefícios;03/02/2016;;
421766;3,24E+13;BEST SENIOR OPERADORA DE SAÚDE LTDA;BEST SENIOR ;Medicina de Grupo;02/09/2019;;
402966;3,12E+12;BIO SAÚDE SERVIÇOS MÉDICOS LTDA;BIO SAÚDE;Medicina de Grupo;31/03/1999;;
419079;1,47E+13;BIORAL SISTEMA ODONTOLÓGICO LTDA.;BIORAL PLANOS DE SAÚDE LTDA;Odontologia de Grupo;03/10/2013;;
415111;4,30E+12;BIOVIDA SAÚDE LTDA.;BIOVIDA SAÚDE;Medicina de Grupo;16/02/2005;;
422401;3,47E+13;BIT LIFE BENEFÍCIOS LTDA;BIT LIFE ;Administradora de Benefícios;13/01/2021;;
423246;4,60E+13;BKR ADMINISTRADORA DE BENEFICIOS LTDA;BKR SAÚDE;Administradora de Benefícios;18/05/2022;;
419222;1,20E+13;BR ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;18/12/2013;;
421715;1,50E+13;BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A;;Medicina de Grupo;29/04/2019;;
5711;9,27E+13;BRADESCO SAÚDE S.A.;BRADESCO SAUDE S.A.;Seguradora Especializada em Saúde;16/12/1998;;
